fecha_y_hora,identificador_de_pago,tipo,order_id,sku,descripcion,cantidad,web_de_amazon,gestion_logistica,ciudad_de_procedencia_del_pedido,comunidad_autonoma_de_procedencia_del_pedido,codigo_postal_de_procedencia_del_pedido,ventas_de_productos,impuesto_de_ventas_de_productos,abonos_de_envio,impuestos_por_abonos_de_envio,abonos_de_envoltorio_para_regalo,impuestos_por_abonos_de_envoltorio_para_regalo,devoluciones_promocionales,impuestos_de_descuentos_por_promociones,impuesto_retenido_en_el_sitio_web,tarifas_de_venta,tarifas_de_logistica_de_amazon,tarifas_de_otras_transacciones,otro,total
2025-06-03 20:05:48,24806491512,Pedido,406-4338989-0119543,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Alcalá de Henares,Madrid,28806,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.11,0.0,11.74
2025-06-03 20:23:33,24806491512,Pedido,403-3526658-6917934,UG-965T-RORR,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,amazon.es,Amazon,Torrelodones,Madrid,28250,34.71,7.29,1.64,0.35,0.0,0.0,-1.64,-0.35,0.0,-7.62,-4.78,-0.23,0.0,29.37
2025-06-03 20:50:07,24806491512,Pedido,407-6846005-5885907,29PSIX4_CB,TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetr,1,amazon.es,Amazon,Ílhavo,Unknown,Unknown,38.84,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.53,-4.78,-0.26,0.0,34.2
2025-06-03 22:23:48,24806491512,Pedido,403-7300179-9767552,UG-965T-RORR,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,amazon.es,Amazon,Quinto,Zaragoza,50770,34.71,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,-4.78,-0.22,0.0,29.38
2025-06-03 22:25:25,24806491512,Pedido,406-9446484-8239558,TUBOX4-CRY-SB,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,amazon.es,Amazon,Elche/Elx,ALICANTE,3204,20.66,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54,-4.78,-0.14,0.0,15.54
2025-06-03 22:49:53,24806491512,Pedido,406-4294133-3798737,29PSIX4_CB,TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetr,2,amazon.es,Amazon,Vila-rodona,Tarragona,43814,77.68,16.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.07,-9.56,-0.51,0.0,66.86
2025-06-03 23:19:25,24806491512,Pedido,171-8627649-1400336,TUBOX3-PINK,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas |,1,amazon.es,Amazon,PORTO SANTO,Madeira,Unknown,16.53,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,12.06
2025-06-03 23:23:49,24806491512,Tarifas de inventario de Logística de Amazon,CRnkWPxQUe,No SKU,Tarifa por devolución de inventario,0,Amazon.es,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,-1.77
2025-06-03 23:46:36,24806491512,Pedido,408-9354590-8531552,TUBOX3-WHI,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Santa Perpètua de Mogoda,Barcelona,8130,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.11,0.0,11.74
2025-06-04 00:04:21,24806491512,Pedido,403-0493449-8073169,UG-965T-RORR,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,2,amazon.es,Amazon,Barcelona,Barcelona,8034,66.1,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.52,-9.56,-0.43,0.0,55.47
2025-06-04 17:20:08,24806491512,Pedido,402-3985723-5977111,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Moncada,VALENCIA,46113,16.53,3.47,4.12,0.87,0.0,0.0,0.0,0.0,0.0,-3.63,-9.51,-0.1,0.0,11.75
2025-06-04 20:07:12,24806491512,Pedido,405-1827419-5828350,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Altea,Alicante,3590,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,11.73
2025-06-04 20:44:18,24806491512,Pedido,404-1286545-5641963,4R-VSV0-WZ9Z,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas |,1,amazon.es,Amazon,VALENCIA,VALENCIA,46011,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.1,0.0,11.74
2025-06-04 20:47:44,24806491512,Pedido,407-9779987-5353161,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Martorell,Barcelona,8760,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,11.73
2025-06-04 20:47:45,24806491512,Pedido,403-3665727-7713956,TUBOX3-PINK,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas |,1,amazon.es,Amazon,Plasencia,Cáceres,10600,16.53,3.47,1.65,0.35,0.0,0.0,-1.65,-0.35,0.0,-3.63,-4.53,-0.11,0.0,11.73
2025-06-04 21:04:37,24806491512,Pedido,403-5749068-9604339,TUBOX3-PINK,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas |,1,amazon.es,Amazon,Almonacid de Zorita,Castilla-La Mancha,19118,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.11,0.0,11.74
2025-06-04 21:15:44,24806491512,Pedido,405-7671975-2188333,TUBOX3-WHI,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Malaga,Málaga,29018,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.11,0.0,11.74
2025-06-04 21:17:55,24806491512,Pedido,171-4428891-3830758,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,CORRO D'AVALL (LES FRANQUESES DEL VALLES),Barcelona,8520,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,11.73
2025-06-04 21:27:00,24806491512,Pedido,403-7711347-8482749,4R-VSV0-WZ9Z,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas |,1,amazon.es,Amazon,Torremolinos,Malaga,29620,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.1,0.0,11.75
2025-06-04 21:28:15,24806491512,Pedido,404-6009961-8813900,TUBOX4-CRY-SB,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,amazon.es,Amazon,Puçol,Valencia,46530,20.66,4.34,1.65,0.35,0.0,0.0,-1.65,-0.35,0.0,-4.54,-4.78,-0.13,0.0,15.55
2025-06-04 21:54:47,24806491512,Pedido,406-0379597-1093140,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Puebla de Guzmán,Huelva,21550,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.11,0.0,11.74
2025-06-04 21:59:33,24806491512,Pedido,403-6403949-2964332,TUBOX4-CRY-SB,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,amazon.es,Amazon,Torremolinos,Malaga,29620,20.66,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54,-4.78,-0.14,0.0,15.54
2025-06-04 22:15:18,24806491512,Pedido,402-9869255-9289910,29PSIX3_CB_2,TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetr,1,amazon.es,Amazon,Orozko,Vizcaya,48410,34.71,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,-4.53,-0.23,0.0,29.62
2025-06-04 22:33:59,24806491512,Pedido,406-8406120-3545118,UG-965T-RORR,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,amazon.es,Amazon,Girona,Girona,17002,34.71,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.63,-4.78,-0.23,0.0,29.36
2025-06-04 23:20:10,24806491512,Pedido,404-1244111-6474738,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Madrid,Madrid,28026,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,11.73
2025-06-04 23:25:01,24806491512,Pedido,402-7902765-3272354,UG-965T-RORR,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,amazon.es,Amazon,SALAMANCA,SALAMANCA,37004,34.71,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,-4.78,-0.23,0.0,29.37
2025-06-05 07:12:35,24806491512,Pedido,403-0645409-5897933,UG-965T-RORR,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,amazon.es,Amazon,Los Palacios y Villafranca,Sevilla,41720,34.71,7.29,1.64,0.35,0.0,0.0,-1.64,-0.35,0.0,-7.63,-4.78,-0.23,0.0,29.36
2025-06-05 07:58:27,24806491512,Pedido,171-5546923-4839506,29PSIX3_CB_2,TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetr,1,amazon.es,Amazon,Mairena del Alcor,Andalucía,41510,34.71,7.29,0.82,0.17,0.0,0.0,-0.82,-0.17,0.0,-7.62,-4.52,-0.23,0.0,29.63
2025-06-05 20:07:59,24896326162,Pedido,404-3364908-0805161,TUBOX3-WHI,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Lisboa,Lisboa,Unknown,16.53,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.11,0.0,12.07
2025-06-05 21:03:53,24896326162,Pedido,405-2116673-6557165,TUBOX4-CRY-SB,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,amazon.es,Amazon,Mancha Real,Jaén,23100,20.66,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54,-4.78,-0.13,0.0,15.55
2025-06-05 21:09:45,24896326162,Pedido,403-5251566-5500358,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Getafe,Madrid,28905,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,11.73
2025-06-05 21:15:03,24896326162,Pedido,405-4789761-9438740,4R-VSV0-WZ9Z,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas |,1,amazon.es,Amazon,BARCELONA,BARCELONA,8020,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.52,-0.11,0.0,11.74
2025-06-05 21:25:30,24896326162,Pedido,406-5304369-9769900,MD-R60M-OYR1,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,malaga,malaga,29010,16.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,11.73
2025-06-05 22:06:56,24896326162,Pedido,408-5099567-9871560,TUBOX3-WHI,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas,1,amazon.es,Amazon,Lisboa,Lisboa,Unknown,16.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63,-4.53,-0.11,0.0,8.26
2025-06-05 22:09:42,24896326162,Pedido,402-1502158-9549954,TUBOX4-CRY-SB,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,amazon.es,Amazon,Madrid,Madrid,28052,20.66,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54,-4.78,-0.13,0.0,15.55
