Fecha,Ventas de productos encargados,Ventas de productos encargados: B2B,Unidades encargadas,Unidades encargadas - B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B,Promedio de ventas por artículo,Promedio de ventas por pedido: B2B,Promedio de unidades por pedido,Promedio de unidades por pedido: B2B,Precio de venta medio,Precio de venta medio - B2B,Visitas de página: aplicación de dispositivo móvil	,Visitas: aplicaciones de dispositivos móviles - B2B,Visitas: navegador,Visitas - Navegador - B2B,Visitas: total,Visitas - Total - B2B,Sesiones: aplicaciones de dispositivos móviles,Sesiones: aplicaciones de dispositivos móviles - B2B,Sesiones: navegador,Sesiones - Navegador - B2B,Sesiones: total,Sesiones - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Porcentaje de productos pedidos por sesión,Porcentaje de artículos de un pedido encargados por sesión: B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Promedio de ofertas,Promedio de productos parent,Unidades reembolsadas,Ratio de reembolsos,Valoraciones recibidas,Valoraciones negativas recibidas,Ratio de valoraciones negativas recibidas,Reclamaciones bajo la Garantía de la A a la Z concedidas,Importe de las reclamaciones,Ventas de productos enviados,Unidades enviadas,Pedidos enviados
6/3/25,"409,14 €","0,00 €",15,0,15,0,"27,28 €","0,00 €",1.00,0.00,"27,28 €","0,00 €",354,5,124,3,478,8,198,3,86,2,284,5,97.90%,100.00%,5.28%,0.00%,5.28%,0.00%,10,8,1,6.67%,0,0,0.00%,0,"0,00 €","309,04 €",14,14
7/3/25,"241,46 €","0,00 €",10,0,9,0,"26,83 €","0,00 €",1.11,0.00,"24,15 €","0,00 €",237,2,105,0,342,2,146,1,81,0,227,1,99.31%,0.00%,3.96%,0.00%,4.41%,0.00%,10,8,1,10.00%,0,0,0.00%,0,"0,00 €","230,75 €",11,11
8/3/25,"499,21 €","0,00 €",18,0,18,0,"27,73 €","0,00 €",1.00,0.00,"27,73 €","0,00 €",174,3,63,0,237,3,116,3,49,0,165,3,98.48%,100.00%,10.91%,0.00%,10.91%,0.00%,10,8,0,0.00%,0,0,0.00%,0,"0,00 €","305,32 €",13,12
9/3/25,"309,18 €","22,00 €",12,1,12,1,"25,76 €","22,00 €",1.00,1.00,"25,76 €","22,00 €",301,5,101,3,402,8,183,2,76,2,259,4,96.01%,80.00%,4.63%,25.00%,4.63%,25.00%,9,8,1,8.33%,0,0,0.00%,0,"0,00 €","251,83 €",13,13
10/3/25,"468,02 €","0,00 €",19,0,19,0,"24,63 €","0,00 €",1.00,0.00,"24,63 €","0,00 €",208,0,83,5,291,5,132,0,69,3,201,3,94.47%,40.00%,9.45%,0.00%,9.45%,0.00%,9,8,1,5.26%,0,0,0.00%,0,"0,00 €","400,30 €",19,19
11/3/25,"384,86 €","22,00 €",16,1,16,1,"24,05 €","22,00 €",1.00,1.00,"24,05 €","22,00 €",166,0,96,14,262,14,115,0,67,7,182,7,93.28%,53.85%,8.79%,14.29%,8.79%,14.29%,8,8,2,12.50%,0,0,0.00%,0,"0,00 €","473,68 €",21,21
12/3/25,"317,41 €","0,00 €",13,0,13,0,"24,42 €","0,00 €",1.00,0.00,"24,42 €","0,00 €",180,0,111,23,291,23,102,0,70,8,172,8,95.97%,46.15%,7.56%,0.00%,7.56%,0.00%,8,8,2,15.38%,0,0,0.00%,0,"0,00 €","266,26 €",14,14
13/3/25,"373,60 €","0,00 €",15,0,15,0,"24,91 €","0,00 €",1.00,0.00,"24,91 €","0,00 €",241,1,114,20,355,21,142,1,71,8,213,9,93.77%,68.75%,7.04%,0.00%,7.04%,0.00%,10,7,2,13.33%,0,0,0.00%,0,"0,00 €","349,10 €",17,17
14/3/25,"699,45 €","39,99 €",26,1,23,1,"30,41 €","39,99 €",1.13,1.00,"26,90 €","39,99 €",240,6,98,6,338,12,139,3,73,6,212,9,96.31%,87.50%,10.85%,11.11%,12.26%,11.11%,10,7,2,7.69%,0,0,0.00%,0,"0,00 €","266,72 €",12,11
15/3/25,"447,31 €","39,99 €",15,1,15,1,"29,82 €","39,99 €",1.00,1.00,"29,82 €","39,99 €",161,4,108,10,269,14,115,2,74,5,189,7,96.23%,66.67%,7.94%,14.29%,7.94%,14.29%,11,7,1,6.67%,0,0,0.00%,0,"0,00 €","414,60 €",20,18
16/3/25,"419,00 €","0,00 €",18,0,18,0,"23,28 €","0,00 €",1.00,0.00,"23,28 €","0,00 €",282,3,110,4,392,7,188,2,84,3,272,5,92.90%,66.67%,6.62%,0.00%,6.62%,0.00%,11,7,1,5.56%,0,0,0.00%,0,"0,00 €","229,29 €",10,10
17/3/25,"602,91 €","0,00 €",21,0,21,0,"28,71 €","0,00 €",1.00,0.00,"28,71 €","0,00 €",264,5,131,7,395,12,149,4,92,5,241,9,95.87%,100.00%,8.71%,0.00%,8.71%,0.00%,10,7,1,4.76%,0,0,0.00%,0,"0,00 €","634,61 €",28,28
18/3/25,"546,21 €","0,00 €",19,0,18,0,"30,34 €","0,00 €",1.06,0.00,"28,75 €","0,00 €",259,5,162,35,421,40,172,3,106,7,278,10,87.40%,64.71%,6.47%,0.00%,6.83%,0.00%,10,7,3,15.79%,0,0,0.00%,0,"0,00 €","409,24 €",17,17
19/3/25,"463,71 €","39,99 €",15,1,14,1,"33,12 €","39,99 €",1.07,1.00,"30,91 €","39,99 €",232,6,96,21,328,27,149,4,70,14,219,18,87.96%,81.25%,6.39%,5.56%,6.85%,5.56%,10,6,1,6.67%,0,0,0.00%,0,"0,00 €","401,62 €",15,15
20/3/25,"507,65 €","0,00 €",15,0,14,0,"36,26 €","0,00 €",1.07,0.00,"33,84 €","0,00 €",193,1,74,8,267,9,112,1,57,6,169,7,96.88%,66.67%,8.28%,0.00%,8.88%,0.00%,10,6,1,6.67%,0,0,0.00%,0,"0,00 €","384,34 €",18,16
21/3/25,"209,75 €","0,00 €",8,0,8,0,"26,22 €","0,00 €",1.00,0.00,"26,22 €","0,00 €",197,1,106,12,303,13,137,1,81,10,218,11,98.11%,85.71%,3.67%,0.00%,3.67%,0.00%,10,6,0,0.00%,0,0,0.00%,0,"0,00 €","450,40 €",17,16
22/3/25,"167,75 €","0,00 €",7,0,7,0,"23,96 €","0,00 €",1.00,0.00,"23,96 €","0,00 €",233,5,91,4,324,9,169,4,69,4,238,8,99.27%,100.00%,2.94%,0.00%,2.94%,0.00%,10,6,2,28.57%,1,0,0.00%,0,"0,00 €","127,06 €",5,5
23/3/25,"433,42 €","0,00 €",15,0,15,0,"28,89 €","0,00 €",1.00,0.00,"28,89 €","0,00 €",315,1,142,8,457,9,191,1,102,6,293,7,97.04%,75.00%,5.12%,0.00%,5.12%,0.00%,10,6,1,6.67%,0,0,0.00%,0,"0,00 €","348,15 €",18,18
24/3/25,"500,05 €","36,53 €",19,2,19,2,"26,32 €","18,26 €",1.00,1.00,"26,32 €","18,26 €",284,1,157,12,441,13,175,1,124,10,299,11,94.58%,66.67%,6.35%,18.18%,6.35%,18.18%,9,6,2,10.53%,0,0,0.00%,0,"0,00 €","277,48 €",11,11
25/3/25,"588,67 €","0,00 €",23,0,21,0,"28,03 €","0,00 €",1.10,0.00,"25,59 €","0,00 €",267,0,145,2,412,2,197,0,118,2,315,2,94.03%,100.00%,6.67%,0.00%,7.30%,0.00%,9,6,1,4.35%,1,1,100.00%,0,"0,00 €","487,81 €",22,20
26/3/25,"401,90 €","39,99 €",16,1,16,1,"25,12 €","39,99 €",1.00,1.00,"25,12 €","39,99 €",217,2,100,6,317,8,144,2,71,4,215,6,93.80%,71.43%,7.44%,16.67%,7.44%,16.67%,9,6,1,6.25%,0,0,0.00%,0,"0,00 €","352,89 €",17,17
27/3/25,"276,50 €","0,00 €",11,0,10,0,"27,65 €","0,00 €",1.10,0.00,"25,14 €","0,00 €",183,3,94,1,277,4,122,3,73,1,195,4,96.28%,100.00%,5.13%,0.00%,5.64%,0.00%,9,6,0,0.00%,0,0,0.00%,0,"0,00 €","350,62 €",17,17
28/3/25,"251,50 €","0,00 €",10,0,10,0,"25,15 €","0,00 €",1.00,0.00,"25,15 €","0,00 €",145,3,103,3,248,6,99,3,81,3,180,6,99.52%,75.00%,5.56%,0.00%,5.56%,0.00%,9,6,1,10.00%,0,0,0.00%,0,"0,00 €","151,24 €",8,7
29/3/25,"327,33 €","0,00 €",13,0,13,0,"25,18 €","0,00 €",1.00,0.00,"25,18 €","0,00 €",182,0,68,5,250,5,116,0,46,5,162,5,99.04%,75.00%,8.02%,0.00%,8.02%,0.00%,9,6,0,0.00%,0,0,0.00%,0,"0,00 €","263,22 €",12,12
30/3/25,"404,25 €","0,00 €",16,0,16,0,"25,27 €","0,00 €",1.00,0.00,"25,27 €","0,00 €",200,2,95,0,295,2,136,2,63,0,199,2,96.98%,0.00%,8.04%,0.00%,8.04%,0.00%,9,6,1,6.25%,0,0,0.00%,0,"0,00 €","235,54 €",12,12
31/3/25,"290,17 €","0,00 €",12,0,12,0,"24,18 €","0,00 €",1.00,0.00,"24,18 €","0,00 €",203,2,100,3,303,5,141,2,77,3,218,5,94.23%,33.33%,5.50%,0.00%,5.50%,0.00%,9,6,1,8.33%,0,0,0.00%,0,"0,00 €","188,23 €",10,10
1/4/25,"273,75 €","0,00 €",9,0,9,0,"30,42 €","0,00 €",1.00,0.00,"30,42 €","0,00 €",184,7,129,5,313,12,123,3,76,5,199,8,95.59%,100.00%,4.52%,0.00%,4.52%,0.00%,9,6,0,0.00%,0,0,0.00%,0,"0,00 €","212,81 €",9,9
2/4/25,"339,66 €","0,00 €",15,0,12,0,"28,30 €","0,00 €",1.25,0.00,"22,64 €","0,00 €",149,2,108,7,257,9,110,2,80,6,190,8,98.21%,100.00%,6.32%,0.00%,7.89%,0.00%,11,6,0,0.00%,0,0,0.00%,0,"0,00 €","334,92 €",15,15
3/4/25,"254,00 €","0,00 €",10,0,10,0,"25,40 €","0,00 €",1.00,0.00,"25,40 €","0,00 €",195,1,74,3,269,4,124,1,53,2,177,3,99.13%,100.00%,5.65%,0.00%,5.65%,0.00%,11,6,0,0.00%,0,0,0.00%,0,"0,00 €","333,48 €",18,16
4/4/25,"132,41 €","0,00 €",5,0,5,0,"26,48 €","0,00 €",1.00,0.00,"26,48 €","0,00 €",190,7,124,0,314,7,140,5,82,0,222,5,99.28%,100.00%,2.25%,0.00%,2.25%,0.00%,11,6,2,40.00%,0,0,0.00%,0,"0,00 €","216,32 €",9,9
5/4/25,"199,00 €","0,00 €",7,0,7,0,"28,43 €","0,00 €",1.00,0.00,"28,43 €","0,00 €",210,2,73,7,283,9,140,1,53,4,193,5,98.71%,87.50%,3.63%,0.00%,3.63%,0.00%,11,6,0,0.00%,0,0,0.00%,0,"0,00 €","127,27 €",5,5
6/4/25,"172,00 €","0,00 €",7,0,7,0,"24,57 €","0,00 €",1.00,0.00,"24,57 €","0,00 €",221,1,116,4,337,5,145,1,74,4,219,5,98.29%,100.00%,3.20%,0.00%,3.20%,0.00%,11,6,1,14.29%,0,0,0.00%,0,"0,00 €","164,46 €",7,7
7/4/25,"319,00 €","0,00 €",13,0,13,0,"24,54 €","0,00 €",1.00,0.00,"24,54 €","0,00 €",195,0,109,9,304,9,134,0,83,4,217,4,95.49%,14.29%,5.99%,0.00%,5.99%,0.00%,11,6,2,15.38%,0,0,0.00%,0,"0,00 €","212,40 €",11,11
8/4/25,"419,33 €","0,00 €",17,0,17,0,"24,67 €","0,00 €",1.00,0.00,"24,67 €","0,00 €",222,2,111,6,333,8,139,2,89,6,228,8,97.57%,100.00%,7.46%,0.00%,7.46%,0.00%,10,6,1,5.88%,0,0,0.00%,0,"0,00 €","308,06 €",16,16
9/4/25,"458,23 €","40,00 €",20,2,18,1,"25,46 €","40,00 €",1.11,2.00,"22,91 €","20,00 €",196,9,114,6,310,15,137,4,88,4,225,8,94.64%,61.54%,8.00%,12.50%,8.89%,25.00%,10,6,1,5.00%,0,0,0.00%,0,"0,00 €","317,36 €",16,16
10/4/25,"147,00 €","0,00 €",6,0,6,0,"24,50 €","0,00 €",1.00,0.00,"24,50 €","0,00 €",244,0,110,2,354,2,157,0,83,2,240,2,96.15%,0.00%,2.50%,0.00%,2.50%,0.00%,15,7,1,16.67%,0,0,0.00%,0,"0,00 €","254,34 €",13,11
11/4/25,"214,40 €","39,99 €",7,1,7,1,"30,63 €","39,99 €",1.00,1.00,"30,63 €","39,99 €",179,1,100,12,279,13,120,1,72,8,192,9,97.51%,100.00%,3.65%,11.11%,3.65%,11.11%,15,7,0,0.00%,0,0,0.00%,0,"0,00 €","197,52 €",9,9
12/4/25,"154,69 €","0,00 €",5,0,5,0,"30,94 €","0,00 €",1.00,0.00,"30,94 €","0,00 €",189,9,72,12,261,21,134,3,52,5,186,8,95.05%,83.33%,2.69%,0.00%,2.69%,0.00%,15,7,2,40.00%,0,0,0.00%,0,"0,00 €","135,53 €",5,5
13/4/25,"261,00 €","0,00 €",9,0,9,0,"29,00 €","0,00 €",1.00,0.00,"29,00 €","0,00 €",262,2,125,2,387,4,147,1,72,1,219,2,91.22%,100.00%,4.11%,0.00%,4.11%,0.00%,15,7,0,0.00%,0,0,0.00%,0,"0,00 €","78,51 €",4,4
14/4/25,"321,33 €","0,00 €",12,0,12,0,"26,78 €","0,00 €",1.00,0.00,"26,78 €","0,00 €",188,6,124,11,312,17,138,5,96,8,234,13,93.80%,90.00%,5.13%,0.00%,5.13%,0.00%,15,7,1,8.33%,0,0,0.00%,0,"0,00 €","327,27 €",15,15
15/4/25,"328,74 €","25,00 €",11,1,11,1,"29,89 €","25,00 €",1.00,1.00,"29,89 €","25,00 €",192,2,127,4,319,6,126,2,94,4,220,6,97.54%,80.00%,5.00%,16.67%,5.00%,16.67%,15,7,1,9.09%,1,0,0.00%,0,"0,00 €","348,76 €",14,14
16/4/25,"286,99 €","39,99 €",10,1,10,1,"28,70 €","39,99 €",1.00,1.00,"28,70 €","39,99 €",164,1,112,3,276,4,124,1,85,3,209,4,95.95%,100.00%,4.78%,25.00%,4.78%,25.00%,15,7,0,0.00%,0,0,0.00%,0,"0,00 €","185,12 €",7,7
17/4/25,"177,00 €","0,00 €",8,0,8,0,"22,12 €","0,00 €",1.00,0.00,"22,12 €","0,00 €",126,1,99,2,225,3,98,1,73,2,171,3,90.91%,100.00%,4.68%,0.00%,4.68%,0.00%,15,7,1,12.50%,0,0,0.00%,0,"0,00 €","131,40 €",6,6
18/4/25,"45,41 €","0,00 €",2,0,2,0,"22,70 €","0,00 €",1.00,0.00,"22,70 €","0,00 €",142,1,108,2,250,3,101,1,74,1,175,2,88.48%,100.00%,1.14%,0.00%,1.14%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","33,06 €",2,2
19/4/25,"321,33 €","0,00 €",12,0,12,0,"26,78 €","0,00 €",1.00,0.00,"26,78 €","0,00 €",224,12,78,6,302,18,144,11,60,6,204,17,98.13%,100.00%,5.88%,0.00%,5.88%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","86,78 €",5,5
20/4/25,"326,66 €","20,00 €",12,1,11,1,"29,70 €","20,00 €",1.09,1.00,"27,22 €","20,00 €",224,5,83,2,307,7,162,4,72,2,234,6,97.45%,100.00%,4.70%,16.67%,5.13%,16.67%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","278,50 €",13,13
21/4/25,"219,71 €","0,00 €",10,0,10,0,"21,97 €","0,00 €",1.00,0.00,"21,97 €","0,00 €",191,7,85,1,276,8,133,6,64,1,197,7,95.92%,100.00%,5.08%,0.00%,5.08%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","300,00 €",13,13
22/4/25,"410,86 €","16,53 €",17,1,17,1,"24,17 €","16,53 €",1.00,1.00,"24,17 €","16,53 €",239,4,126,10,365,14,152,3,86,6,238,9,94.59%,100.00%,7.14%,11.11%,7.14%,11.11%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","242,98 €",12,12
23/4/25,"287,41 €","0,00 €",12,0,12,0,"23,95 €","0,00 €",1.00,0.00,"23,95 €","0,00 €",208,5,110,6,318,11,155,4,80,4,235,8,92.36%,87.50%,5.11%,0.00%,5.11%,0.00%,14,7,1,8.33%,0,0,0.00%,0,"0,00 €","249,59 €",13,13
24/4/25,"497,36 €","0,00 €",18,0,18,0,"27,63 €","0,00 €",1.00,0.00,"27,63 €","0,00 €",183,1,123,2,306,3,121,1,93,2,214,3,88.85%,33.33%,8.41%,0.00%,8.41%,0.00%,14,7,3,16.67%,0,0,0.00%,0,"0,00 €","399,18 €",19,18
25/4/25,"217,00 €","0,00 €",9,0,9,0,"24,11 €","0,00 €",1.00,0.00,"24,11 €","0,00 €",157,3,64,1,221,4,104,2,54,1,158,3,97.50%,0.00%,5.70%,0.00%,5.70%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","304,13 €",14,14
26/4/25,"242,33 €","0,00 €",11,0,11,0,"22,03 €","0,00 €",1.00,0.00,"22,03 €","0,00 €",154,9,119,3,273,12,98,4,72,1,170,5,96.07%,100.00%,6.47%,0.00%,6.47%,0.00%,14,7,1,9.09%,0,0,0.00%,0,"0,00 €","218,18 €",11,11
27/4/25,"329,38 €","0,00 €",11,0,11,0,"29,94 €","0,00 €",1.00,0.00,"29,94 €","0,00 €",202,2,68,2,270,4,138,2,56,2,194,4,93.22%,0.00%,5.67%,0.00%,5.67%,0.00%,14,7,1,9.09%,0,0,0.00%,0,"0,00 €","88,43 €",4,4
28/4/25,"147,74 €","0,00 €",6,0,6,0,"24,62 €","0,00 €",1.00,0.00,"24,62 €","0,00 €",89,2,26,1,115,3,57,1,23,1,80,2,88.89%,100.00%,7.50%,0.00%,7.50%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","109,09 €",5,5
29/4/25,"344,10 €","42,00 €",12,1,12,1,"28,68 €","42,00 €",1.00,1.00,"28,68 €","42,00 €",151,7,87,0,238,7,92,4,63,0,155,4,93.03%,100.00%,7.74%,25.00%,7.74%,25.00%,14,7,2,16.67%,0,0,0.00%,0,"0,00 €","78,51 €",4,4
30/4/25,"461,99 €","59,99 €",20,2,19,2,"24,32 €","30,00 €",1.05,1.00,"23,10 €","30,00 €",229,0,88,11,317,11,144,0,62,8,206,8,93.48%,100.00%,9.22%,25.00%,9.71%,25.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","316,53 €",14,14
1/5/25,"219,41 €","0,00 €",8,0,8,0,"27,43 €","0,00 €",1.00,0.00,"27,43 €","0,00 €",247,2,61,0,308,2,185,2,55,0,240,2,97.73%,0.00%,3.33%,0.00%,3.33%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","210,74 €",11,11
2/5/25,"494,41 €","0,00 €",16,0,15,0,"32,96 €","0,00 €",1.07,0.00,"30,90 €","0,00 €",172,1,131,6,303,7,117,1,96,3,213,4,96.21%,50.00%,7.04%,0.00%,7.51%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","423,97 €",20,19
3/5/25,"223,00 €","0,00 €",9,0,9,0,"24,78 €","0,00 €",1.00,0.00,"24,78 €","0,00 €",174,3,69,0,243,3,118,3,52,0,170,3,94.84%,66.67%,5.29%,0.00%,5.29%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","319,83 €",12,12
4/5/25,"177,41 €","20,00 €",7,1,7,1,"25,34 €","20,00 €",1.00,1.00,"25,34 €","20,00 €",240,2,94,0,334,2,156,2,74,0,230,2,94.66%,100.00%,3.04%,50.00%,3.04%,50.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","266,94 €",11,10
5/5/25,"256,53 €","16,53 €",12,1,12,1,"21,38 €","16,53 €",1.00,1.00,"21,38 €","16,53 €",129,1,100,5,229,6,79,1,72,5,151,6,91.54%,80.00%,7.95%,16.67%,7.95%,16.67%,14,7,1,8.33%,0,0,0.00%,0,"0,00 €","279,34 €",14,14
6/5/25,"195,00 €","0,00 €",9,0,7,0,"27,86 €","0,00 €",1.29,0.00,"21,67 €","0,00 €",92,1,70,0,162,1,60,1,55,0,115,1,94.85%,0.00%,6.09%,0.00%,7.83%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","194,22 €",11,10
7/5/25,"260,00 €","0,00 €",12,0,11,0,"23,64 €","0,00 €",1.09,0.00,"21,67 €","0,00 €",144,1,47,0,191,1,99,1,40,0,139,1,90.18%,0.00%,7.91%,0.00%,8.63%,0.00%,14,7,1,8.33%,0,0,0.00%,0,"0,00 €","268,60 €",15,14
8/5/25,"289,00 €","0,00 €",11,0,11,0,"26,27 €","0,00 €",1.00,0.00,"26,27 €","0,00 €",135,1,55,1,190,2,94,1,44,1,138,2,89.02%,100.00%,7.97%,0.00%,7.97%,0.00%,14,7,1,9.09%,1,0,0.00%,0,"0,00 €","288,43 €",14,14
9/5/25,"280,00 €","0,00 €",12,0,7,0,"40,00 €","0,00 €",1.71,0.00,"23,33 €","0,00 €",138,0,43,0,181,0,87,0,37,0,124,0,93.08%,0.00%,5.65%,0.00%,9.68%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","165,29 €",9,9
10/5/25,"197,41 €","0,00 €",8,0,8,0,"24,68 €","0,00 €",1.00,0.00,"24,68 €","0,00 €",140,0,60,4,200,4,85,0,42,3,127,3,89.41%,50.00%,6.30%,0.00%,6.30%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","212,39 €",10,7
11/5/25,"189,00 €","0,00 €",7,0,7,0,"27,00 €","0,00 €",1.00,0.00,"27,00 €","0,00 €",138,3,65,0,203,3,102,2,44,0,146,2,89.47%,100.00%,4.79%,0.00%,4.79%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","115,70 €",6,5
12/5/25,"236,66 €","0,00 €",8,0,7,0,"33,81 €","0,00 €",1.14,0.00,"29,58 €","0,00 €",185,1,80,10,265,11,106,1,65,8,171,9,86.55%,87.50%,4.09%,0.00%,4.68%,0.00%,14,7,3,37.50%,0,0,0.00%,0,"0,00 €","156,20 €",7,7
13/5/25,"307,00 €","0,00 €",13,0,12,0,"25,58 €","0,00 €",1.08,0.00,"23,62 €","0,00 €",241,1,68,0,309,1,161,1,56,0,217,1,93.23%,100.00%,5.53%,0.00%,5.99%,0.00%,14,7,1,7.69%,0,0,0.00%,0,"0,00 €","310,74 €",14,14
14/5/25,"378,00 €","0,00 €",14,0,14,0,"27,00 €","0,00 €",1.00,0.00,"27,00 €","0,00 €",193,1,90,0,283,1,138,1,69,0,207,1,93.95%,100.00%,6.76%,0.00%,6.76%,0.00%,14,7,1,7.14%,0,0,0.00%,0,"0,00 €","226,45 €",11,10
15/5/25,"320,23 €","0,00 €",12,0,11,0,"29,11 €","0,00 €",1.09,0.00,"26,69 €","0,00 €",216,2,137,12,353,14,151,2,84,8,235,10,97.10%,100.00%,4.68%,0.00%,5.11%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","428,10 €",20,19
16/5/25,"150,00 €","0,00 €",7,0,7,0,"21,43 €","0,00 €",1.00,0.00,"21,43 €","0,00 €",187,0,96,7,283,7,134,0,70,5,204,5,97.14%,100.00%,3.43%,0.00%,3.43%,0.00%,14,7,1,14.29%,0,0,0.00%,0,"0,00 €","191,73 €",9,9
17/5/25,"239,69 €","0,00 €",9,0,9,0,"26,63 €","0,00 €",1.00,0.00,"26,63 €","0,00 €",222,3,83,1,305,4,151,2,63,1,214,3,95.28%,50.00%,4.21%,0.00%,4.21%,0.00%,13,7,1,11.11%,0,0,0.00%,0,"0,00 €","125,62 €",6,6
18/5/25,"334,69 €","0,00 €",12,0,12,0,"27,89 €","0,00 €",1.00,0.00,"27,89 €","0,00 €",214,17,105,8,319,25,144,11,81,6,225,17,98.85%,90.91%,5.33%,0.00%,5.33%,0.00%,13,7,0,0.00%,0,0,0.00%,0,"0,00 €","152,90 €",9,9
19/5/25,"282,69 €","0,00 €",11,0,11,0,"25,70 €","0,00 €",1.00,0.00,"25,70 €","0,00 €",145,4,94,0,239,4,111,3,69,0,180,3,95.79%,100.00%,6.11%,0.00%,6.11%,0.00%,13,7,0,0.00%,0,0,0.00%,0,"0,00 €","284,29 €",11,11
20/5/25,"191,00 €","0,00 €",6,0,6,0,"31,83 €","0,00 €",1.00,0.00,"31,83 €","0,00 €",147,1,108,5,255,6,98,1,78,5,176,6,98.21%,100.00%,3.41%,0.00%,3.41%,0.00%,13,7,0,0.00%,0,0,0.00%,0,"0,00 €","247,11 €",12,12
21/5/25,"404,33 €","0,00 €",15,0,15,0,"26,96 €","0,00 €",1.00,0.00,"26,96 €","0,00 €",175,1,95,5,270,6,122,1,67,2,189,3,95.56%,0.00%,7.94%,0.00%,7.94%,0.00%,13,7,3,20.00%,0,0,0.00%,0,"0,00 €","213,22 €",8,8
22/5/25,"470,11 €","0,00 €",16,0,16,0,"29,38 €","0,00 €",1.00,0.00,"29,38 €","0,00 €",190,3,90,5,280,8,136,2,75,4,211,6,97.59%,100.00%,7.58%,0.00%,7.58%,0.00%,14,8,1,6.25%,0,0,0.00%,0,"0,00 €","345,45 €",17,17
23/5/25,"340,51 €","20,00 €",13,1,13,1,"26,19 €","20,00 €",1.00,1.00,"26,19 €","20,00 €",118,0,93,17,211,17,93,0,67,8,160,8,97.70%,100.00%,8.13%,12.50%,8.13%,12.50%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","326,44 €",13,13
24/5/25,"142,00 €","0,00 €",6,0,6,0,"23,67 €","0,00 €",1.00,0.00,"23,67 €","0,00 €",176,0,50,0,226,0,115,0,42,0,157,0,95.79%,0.00%,3.82%,0.00%,3.82%,0.00%,14,7,0,0.00%,1,0,0.00%,0,"0,00 €","139,67 €",6,6
25/5/25,"165,00 €","0,00 €",6,0,5,0,"33,00 €","0,00 €",1.20,0.00,"27,50 €","0,00 €",134,2,79,4,213,6,97,2,58,4,155,6,95.11%,100.00%,3.23%,0.00%,3.87%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","155,37 €",8,7
26/5/25,"366,75 €","79,98 €",12,2,10,1,"36,68 €","79,98 €",1.20,2.00,"30,56 €","39,99 €",185,8,100,1,285,9,122,7,73,1,195,8,95.10%,71.43%,5.13%,12.50%,6.15%,25.00%,14,7,2,16.67%,0,0,0.00%,0,"0,00 €","334,69 €",12,10
27/5/25,"395,00 €","0,00 €",14,0,14,0,"28,21 €","0,00 €",1.00,0.00,"28,21 €","0,00 €",189,1,68,0,257,1,131,1,57,0,188,1,93.69%,100.00%,7.45%,0.00%,7.45%,0.00%,14,7,1,7.14%,0,0,0.00%,0,"0,00 €","261,16 €",12,12
28/5/25,"256,19 €","0,00 €",10,0,10,0,"25,62 €","0,00 €",1.00,0.00,"25,62 €","0,00 €",180,5,68,4,248,9,136,3,52,3,188,6,96.41%,100.00%,5.32%,0.00%,5.32%,0.00%,14,7,1,10.00%,0,0,0.00%,0,"0,00 €","179,34 €",9,9
29/5/25,"358,41 €","0,00 €",12,0,12,0,"29,87 €","0,00 €",1.00,0.00,"29,87 €","0,00 €",148,1,99,5,247,6,107,1,70,4,177,5,96.57%,100.00%,6.78%,0.00%,6.78%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","242,15 €",10,10
30/5/25,"162,00 €","20,00 €",6,1,6,1,"27,00 €","20,00 €",1.00,1.00,"27,00 €","20,00 €",206,5,83,2,289,7,151,5,60,2,211,7,95.44%,60.00%,2.84%,14.29%,2.84%,14.29%,14,7,1,16.67%,0,0,0.00%,0,"0,00 €","295,86 €",12,12
