"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","category","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29 PSI X3e (ohne Luftpumpe)","FRA7","DE","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","0.58","0.0","0.0011","2025-01","3.8","weeks","27.54","0.0","0.26","5.0E-4","0.0306","0.0","EUR","0.0306","Others","N","N","0.0","--","0.0"
"B0183RZ2VI","X000GERVU5","TUBOPLUS Behälter Steht unter Druck (BLAU) Tennis/Padel","HAM2","DE","20.19","8.5","8.5","centimeters","0.32","kilograms","0.0015","cubic meters","Standard-Size","3.0","0.0","0.0044","2025-01","3.8","weeks","27.54","0.0","3.0","0.0044","0.119","0.0","EUR","0.119","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas","HAM2","DE","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","1.0","0.0","0.0022","2025-01","3.8","weeks","27.54","0.0","0.0","0.0","0.059","0.0","EUR","0.059","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","HAM2","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","1.0","0.0","0.0022","2025-01","3.8","weeks","27.54","0.0","0.42","9.0E-4","0.0598","0.0","EUR","0.0598","Others","N","N","0.0","--","0.0"
"B0BTDSDQC5","X001PQPPUB","Tubox3 (ohne Pumpe) – vervielfachen Sie das Leben Ihrer Bälle | Druckverstärker für Paddelbälle | Stellt den Druck Ihrer Bälle nach jedem Spiel wieder her | Behälter für 3 Bälle | Paddelzubehör","HAM2","DE","24.0","8.4","8.3","centimeters","0.37","kilograms","0.0017","cubic meters","Standard-Size","1.0","0.0","0.0017","2025-01","3.8","weeks","27.54","0.0","1.0","0.0017","0.0455","0.0","EUR","0.0455","Others","N","N","0.0","--","0.0"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Tennis- und Padel-Drucker, Farbe Rosa","HAM2","DE","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","1.0","0.0","0.0014","2025-01","3.8","weeks","27.54","0.0","0.68","0.001","0.0388","0.0","EUR","0.0388","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizer für Tennis- und Padelbälle | Farbe Gold","HAM2","DE","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","1.0","0.0","0.0014","2025-01","3.8","weeks","27.54","0.0","0.16","2.0E-4","0.038","0.0","EUR","0.038","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","LCJ4","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.1","0.0","2.0E-4","2025-01","3.8","weeks","27.54","0.0","0.1","2.0E-4","0.0059","0.0","EUR","0.0059","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","LCJ4","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","1.23","0.0","0.0027","2025-01","3.8","weeks","27.54","0.0","0.58","0.0013","0.0741","0.0","EUR","0.0741","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","LEJ5","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","3.0","0.0","0.0066","2025-01","3.8","weeks","27.54","0.0","0.06","1.0E-4","0.18","0.0","EUR","0.18","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","MUC3","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","3.0","0.0","0.0066","2025-01","3.8","weeks","27.54","0.0","0.0","0.0","0.18","0.0","EUR","0.18","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","PRG2","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.26","0.0","6.0E-4","2025-01","3.8","weeks","27.54","0.0","0.03","1.0E-4","0.014","0.0","EUR","0.014","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas","PRG2","DE","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","0.48","0.0","0.0011","2025-01","3.8","weeks","27.54","0.0","0.48","0.0011","0.026","0.0","EUR","0.026","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas","STR1","DE","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","0.48","0.32","4.0E-4","2025-01","3.8","weeks","27.54","0.0","0.16","4.0E-4","0.0087","0.0","EUR","0.0087","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas","STR1","DE","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","0.16","0.06","2.0E-4","2025-01","3.8","weeks","27.54","0.0","0.1","2.0E-4","0.0052","0.0","EUR","0.0052","Others","N","N","0.0","--","0.0"
"B09266N893","X001D1A0DZ","TUBOPLUS POLICARBONATO 35-DQ86-IJB4 Tubox3 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 3 Pelotas","STR1","DE","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","0.39","0.32","1.0E-4","2025-01","3.8","weeks","27.54","0.0","0.06","1.0E-4","0.0025","0.0","EUR","0.0025","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizer für Tennis- und Padelbälle | Farbe Gold","STR1","DE","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.26","0.03","3.0E-4","2025-01","3.8","weeks","27.54","0.0","0.23","3.0E-4","0.0078","0.0","EUR","0.0078","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TUBOPLUS ABS C1-O2UC-HPCJ TuboPlus-Tubox3-Tennis und Paddle Ball Druckregler-Blau, 3 Pelotas","STR1","DE","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","0.23","0.06","2.0E-4","2025-01","3.8","weeks","27.54","0.0","0.16","2.0E-4","0.0057","0.0","EUR","0.0057","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","WRO1","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.84","0.0","0.0018","2025-01","3.8","weeks","27.54","0.0","0.0","0.0","0.05","0.0","EUR","0.05","Others","N","N","0.0","--","0.0"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","WRO2","DE","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.77","0.0","0.0017","2025-01","3.8","weeks","27.54","0.0","0.0","0.0","0.0478","0.0","EUR","0.0478","Others","N","N","0.0","--","0.0"
"B0BTDSDQC5","X001PQPPUB","Tubox3 (ohne Pumpe) – vervielfachen Sie das Leben Ihrer Bälle | Druckverstärker für Paddelbälle | Stellt den Druck Ihrer Bälle nach jedem Spiel wieder her | Behälter für 3 Bälle | Paddelzubehör","WRO2","DE","24.0","8.4","8.3","centimeters","0.37","kilograms","0.0017","cubic meters","Standard-Size","1.0","0.0","0.0017","2025-01","3.8","weeks","27.54","0.0","1.0","0.0017","0.0469","0.0","EUR","0.0469","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas","WRO2","DE","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","1.0","0.0","0.0022","2025-01","3.8","weeks","27.54","0.0","0.13","3.0E-4","0.0611","0.0","EUR","0.0611","Others","N","N","0.0","--","0.0"
"B0D265ZYB6","X0020C2PYD","TUBOPLUS 29 PSI X4e (inkl. Luftpumpe, 2)","WRO2","DE","31.0","8.7","8.5","centimeters","0.46","kilograms","0.0023","cubic meters","Standard-Size","1.0","0.0","0.0023","2025-01","3.8","weeks","27.54","0.0","1.0","0.0023","0.0643","0.0","EUR","0.0643","Others","N","N","0.0","--","0.0"
"B0CZMGFD3S","X001ZWRDZP","TUBOPLUS 29PSI X3e (pompe à air incluse)","ETZ2","FR","24.5","9.0","8.9","centimeters","0.39","kilograms","0.002","cubic meters","Standard-Size","1.0","0.0","0.002","2025-01","3.8","weeks","27.54","0.0","0.0","0.0","0.0539","0.0","EUR","0.0539","Others","N","N","0.0","--","0.0"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (pompe à air non incluse)","ETZ2","FR","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","23.52","0.0","0.045","2025-01","3.8","weeks","27.54","0.0","23.06","0.0445","1.2361","0.0","EUR","1.2361","Others","N","N","0.0","--","0.19"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Couleur Pressurisateur de Balles de Tennis et Padel | Couleur Rose","ORY1","FR","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.19","0.0","1.0E-4","2025-01","3.8","weeks","27.54","0.0","0.1","1.0E-4","0.0039","0.0","EUR","0.0039","Others","N","N","0.0","--","0.1"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (pompe à air non incluse)","ORY1","FR","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","4.03","0.0","0.0073","2025-01","3.8","weeks","27.54","0.0","2.03","0.0039","0.2061","0.0","EUR","0.2061","Others","N","N","0.0","--","0.23"
"B0CZMGFD3S","X001ZWRDZP","TUBOPLUS 29PSI X3e (include pompa d'aria)","BGY1","IT","24.5","9.0","8.9","centimeters","0.39","kilograms","0.002","cubic meters","Standard-Size","0.26","0.0","5.0E-4","2025-01","3.8","weeks","27.54","0.0","0.13","3.0E-4","0.0141","0.0","EUR","0.0141","Others","N","N","0.0","--","0.0"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29 PSI X3e (non include la pompa dell'aria)","BGY1","IT","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","2.13","0.0","0.0038","2025-01","3.8","weeks","27.54","0.0","1.97","0.0038","0.1059","0.0","EUR","0.1059","Others","N","N","0.0","--","0.16"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29 PSI X3e (non include la pompa dell'aria)","BLQ1","IT","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","1.0","0.0","0.0019","2025-01","3.8","weeks","27.54","0.0","0.97","0.0019","0.05","0.0","EUR","0.05","Others","N","N","0.0","--","0.03"
"B0183RZ2VI","X000GERVU5","TuboPlus- TUBOX3 ORANGE 2020 Pallina da tennis e paddle Bottle Pressurizer Bottle - Salva le palle per un tubo !! - Più vita per le tue palle - Made in Zaragoza -Spain -","MXP5","IT","20.19","8.5","8.5","centimeters","0.32","kilograms","0.0015","cubic meters","Standard-Size","1.71","0.0","0.0025","2025-01","3.8","weeks","27.54","0.0","1.0","0.0015","0.068","0.0","EUR","0.068","Others","N","N","0.0","--","0.0"
"B09266N893","X001D1A0DZ","TUBOPLUS TuboX3 - Pompa Crystal con Manometro Beto, Pressurizzatore per Palline Da Tennis e Paddle","MXP5","IT","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","1.0","0.0","0.0016","2025-01","3.8","weeks","27.54","0.0","0.0","0.0","0.0433","0.0","EUR","0.0433","Others","N","N","0.0","--","0.0"
"B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Pressurizzatore per palline da tennis e paddle | colore rosa","MXP5","IT","20.0","8.5","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.39","0.0","6.0E-4","2025-01","3.8","weeks","27.54","0.0","0.03","0.0","0.0151","0.0","EUR","0.0151","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X001T0EPOZ","PRESSURIZZATORE TUBOX4 Crystal con Pompa con MANOMETRO BETO per Tutte Le Barche con 3 O 4 Palline da Tennis E Padel.","MXP5","IT","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","1.0","0.0","0.0022","2025-01","3.8","weeks","27.54","0.0","0.94","0.002","0.0594","0.0","EUR","0.0594","Others","N","N","0.0","--","0.0"
"B09266N893","X001WPKTQF","TUBOPLUS TuboX3 - Pompa Crystal con Manometro Beto, Pressurizzatore per Palline Da Tennis e Paddle","MXP5","IT","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","1.0","0.0","0.0016","2025-01","3.8","weeks","27.54","0.0","1.0","0.0016","0.0433","0.0","EUR","0.0433","Others","N","N","0.0","--","0.0"
"B0D22R7L7D","X0020AR9P5","TUBOPLUS 29 PSI X3e (non include la pompa dell'aria)","MXP5","IT","25.2","8.8","8.7","centimeters","0.25","kilograms","0.0019","cubic meters","Standard-Size","1.0","0.0","0.0019","2025-01","3.8","weeks","27.54","0.0","0.55","0.0011","0.0525","0.0","EUR","0.0525","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Pressurizzatore di palline da tennis e paddle | Colore oro","MXP5","IT","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","1.0","0.0","0.0014","2025-01","3.8","weeks","27.54","0.0","0.1","1.0E-4","0.038","0.0","EUR","0.038","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboPlus- TUBOX3 BLU 2020 Pallina da tennis e paddle Pressurizer Bottle - Salva le palle da un tubo !! - Più vita per le tue palle - Made in Zaragoza -Spain -","MXP5","IT","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","0.61","0.35","4.0E-4","2025-01","3.8","weeks","27.54","0.0","0.26","4.0E-4","0.01","0.0","EUR","0.01","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboPlus- TUBOX3 BLU 2020 Pallina da tennis e paddle Pressurizer Bottle - Salva le palle da un tubo !! - Più vita per le tue palle - Made in Zaragoza -Spain -","MXP5","IT","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","0.39","0.0","6.0E-4","2025-01","3.8","weeks","27.54","0.0","0.03","0.0","0.015","0.0","EUR","0.015","Others","N","N","0.0","--","0.0"
"B0BTDTVCG2","X00273BAK5","TUBOPLUS TuboX3 Color Pressurizzatore di palline da tennis e paddle | Colore bianco","MXP5","IT","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.42","0.0","6.0E-4","2025-01","3.8","weeks","27.54","0.0","0.42","6.0E-4","0.0155","0.0","EUR","0.0155","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","BCN1","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","0.13","0.0","3.0E-4","2025-01","3.8","weeks","27.54","0.0","0.06","1.0E-4","0.0078","0.0","EUR","0.0078","Others","N","N","0.0","--","0.0"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","BCN1","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.13","0.0","1.0E-4","2025-01","3.8","weeks","27.54","0.0","0.06","1.0E-4","0.0037","0.0","EUR","0.0037","Others","N","N","0.0","--","0.03"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","BCN1","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","1.23","0.0","0.0021","2025-01","3.8","weeks","27.54","0.0","0.19","4.0E-4","0.0595","0.0","EUR","0.0595","Others","N","N","0.0","--","0.26"
"B07ZTHSVCK","X001T0EPOZ","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","BCN1","ES","30.9","8.4","8.4","centimeters","0.81","kilograms","0.0022","cubic meters","Standard-Size","0.26","0.0","5.0E-4","2025-01","3.8","weeks","27.54","0.0","0.23","5.0E-4","0.0138","0.0","EUR","0.0138","Others","N","N","0.0","--","0.03"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","BCN1","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.58","0.0","8.0E-4","2025-01","3.8","weeks","27.54","0.0","0.03","0.0","0.0227","0.0","EUR","0.0227","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","BCN1","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","0.13","0.0","1.0E-4","2025-01","3.8","weeks","27.54","0.0","0.06","1.0E-4","0.0026","0.0","EUR","0.0026","Others","N","N","0.0","--","0.06"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","BCN4","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","0.06","0.0","1.0E-4","2025-01","3.8","weeks","27.54","0.0","0.03","1.0E-4","0.0018","0.0","EUR","0.0018","Others","N","N","0.0","--","0.03"
"B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","BCN4","ES","20.2","8.3","8.1","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.35","0.0","1.0E-4","2025-01","3.8","weeks","27.54","0.0","0.1","1.0E-4","0.0034","0.0","EUR","0.0034","Others","N","N","0.0","--","0.26"
"B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","BCN4","ES","31.2","8.4","8.4","centimeters","0.45","kilograms","0.0022","cubic meters","Standard-Size","0.03","0.0","1.0E-4","2025-01","3.8","weeks","27.54","0.0","0.03","1.0E-4","0.0018","0.0","EUR","0.0018","Others","N","N","0.0","--","0.0"
"B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","BCN4","ES","19.8","8.4","8.4","centimeters","0.3","kilograms","0.0014","cubic meters","Standard-Size","0.61","0.0","9.0E-4","2025-01","3.8","weeks","27.54","0.0","0.61","9.0E-4","0.0219","0.0","EUR","0.0219","Others","N","N","0.0","--","0.0"
"B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","BCN4","ES","19.9","8.5","8.4","centimeters","0.31","kilograms","0.0014","cubic meters","Standard-Size","0.16","0.0","0.0","2025-01","3.8","weeks","27.54","0.0","0.03","0.0","0.0012","0.0","EUR","0.0012","Others","N","N","0.0","--","0.16"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","MAD4","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","0.1","0.0","2.0E-4","2025-01","3.8","weeks","27.54","0.0","0.1","2.0E-4","0.0058","0.0","EUR","0.0058","Others","N","N","0.0","--","0.0"
"B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","MAD4","ES","30.8","8.6","8.2","centimeters","0.6","kilograms","0.0022","cubic meters","Standard-Size","0.13","0.0","3.0E-4","2025-01","3.8","weeks","27.54","0.0","0.03","1.0E-4","0.0078","0.0","EUR","0.0078","Others","N","N","0.0","--","0.0"
"B09266N893","X001D1A0DZ","TuboPlus - TuboX3 Crystal + Bomba con Manometro BETO - Presurizador de Pelotas de Tenis y Padel","MAD4","ES","22.8","8.4","8.3","centimeters","0.53","kilograms","0.0016","cubic meters","Standard-Size","0.74","0.0","0.0012","2025-01","3.8","weeks","27.54","0.0","0.74","0.0012","0.0328","0.0","EUR","0.0328","Others","N","N","0.0","--","0.0"
