asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,category,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders,storage_utilization_ratio_num,storage_utilization_ratio_cat,volume_units_adapt,breakdown_incentive_fee_amount_clean,item_volume_m3,estimated_total_item_volume_m3,est_vol_for_sus_m3,base_rate_per_m3,utilization_surcharge_rate_per_m3,volume_units_standardized
B07ZTHSVCK,X001T0EPOZ,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,MAD4,ES,30.9,8.4,8.4,centimeters,0.81,kilograms,0.0022,cubic meters,Standard-Size,0.67,0.0,0.0015,2025-04-01,6.7,weeks,27.54,0.0,0.67,0.0015,0.0399,0.0,EUR,0.0399,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0015,0.0015,27.54,0.0,cubic meters
B07ZTHSVCK,X001UJQYZD,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,MAD4,ES,30.9,8.4,8.4,centimeters,0.81,kilograms,0.0022,cubic meters,Standard-Size,1.0,0.0,0.0022,2025-04-01,6.7,weeks,27.54,0.0,1.0,0.0022,0.0599,0.0,EUR,0.0599,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0022,0.0022,27.54,0.0,cubic meters
B0BTDS4GYS,X001YBFKWF,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,MAD4,ES,31.2,8.4,8.4,centimeters,0.45,kilograms,0.0022,cubic meters,Standard-Size,1.97,0.23,0.0038,2025-04-01,6.7,weeks,27.54,0.0,1.73,0.0038,0.1049,0.0,EUR,0.1049,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0038,0.0038,27.54,0.0,cubic meters
B0D22R7L7D,X0020AR9P5,TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire),MAD4,ES,25.2,8.8,8.7,centimeters,0.25,kilograms,0.0019,cubic meters,Standard-Size,1.0,0.0,0.0019,2025-04-01,6.7,weeks,27.54,0.0,1.0,0.0019,0.053,0.0,EUR,0.053,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0019,0.0,0.0019,0.0019,0.0019,27.54,0.0,cubic meters
B0D22R7L7D,X0020AR9P5,TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire),MAD4,ES,25.2,8.8,8.7,centimeters,0.25,kilograms,0.0019,cubic meters,Standard-Size,0.03,0.0,0.0001,2025-04-01,6.7,weeks,27.54,0.0,0.03,0.0001,0.0018,0.0,EUR,0.0018,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0019,0.0,0.0019,0.0001,0.0001,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,MAD4,ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,0.07,0.0,0.0001,2025-04-01,6.7,weeks,27.54,0.0,0.07,0.0001,0.0026,0.0,EUR,0.0026,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0001,0.0001,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,MAD4,ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,0.03,0.0,0.0,2025-04-01,6.7,weeks,27.54,0.0,0.03,0.0,0.0013,0.0,EUR,0.0013,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0,0.0,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,MAD4,ES,19.9,8.5,8.4,centimeters,0.31,kilograms,0.0014,cubic meters,Standard-Size,1.03,0.0,0.0015,2025-04-01,6.7,weeks,27.54,0.0,1.03,0.0015,0.0403,0.0,EUR,0.0403,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0015,0.0015,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,MAD4,ES,19.9,8.5,8.4,centimeters,0.31,kilograms,0.0014,cubic meters,Standard-Size,0.1,0.0,0.0001,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,0.0039,0.0,EUR,0.0039,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0001,0.0,27.54,0.0,cubic meters
B0786KK4TG,X00299IQFJ,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,MAD4,ES,20.1,8.5,8.4,centimeters,0.32,kilograms,0.0014,cubic meters,Standard-Size,1.2,0.23,0.0014,2025-04-01,6.7,weeks,27.54,0.0,0.97,0.0014,0.0381,0.0,EUR,0.0381,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0014,0.0014,27.54,0.0,cubic meters
B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),MAD4,ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,0.13,0.0,0.0003,2025-04-01,6.7,weeks,27.54,0.0,0.13,0.0003,0.0074,0.0,EUR,0.0074,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.002,0.0,0.002,0.0003,0.0003,27.54,0.0,cubic meters
B09266N893,X0029NEGVN,TuboPlus - TuboX3 Crystal + Bomba con Manometro BETO - Presurizador de Pelotas de Tenis y Padel,MAD4,ES,22.8,8.4,8.3,centimeters,0.53,kilograms,0.0016,cubic meters,Standard-Size,1.27,0.53,0.0012,2025-04-01,6.7,weeks,27.54,0.0,0.73,0.0012,0.032,0.0,EUR,0.032,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0016,0.0,0.0016,0.0012,0.0012,27.54,0.0,cubic meters
B0D87X42RN,X0029UNEMN,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,MAD4,ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,0.07,0.0,0.0001,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,0.0026,0.0,EUR,0.0026,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0001,0.0,27.54,0.0,cubic meters
B0BTDS4GYS,X0029UNF77,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,MAD4,ES,31.2,8.4,8.4,centimeters,0.45,kilograms,0.0022,cubic meters,Standard-Size,0.03,0.0,0.0001,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,0.002,0.0,EUR,0.002,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0001,0.0,27.54,0.0,cubic meters
B0183RZ2VI,X000GERVU5,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja,MAD7,ES,20.0,9.0,9.0,centimeters,0.32,kilograms,0.0016,cubic meters,Standard-Size,13.7,0.0,0.0219,2025-04-01,6.7,weeks,27.54,0.0,0.03,0.0001,0.6021,0.0,EUR,0.6021,Others,False,False,0.0,--,0.2,6.7,Menos de 6 meses,0.0016,0.0,0.0016,0.0219,0.0001,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,MAD7,ES,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,28.33,0.0,0.0602,2025-04-01,6.7,weeks,27.54,0.0,20.4,0.0443,1.6583,0.0,EUR,1.6583,Others,False,False,0.0,--,0.6,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0602,0.0443,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco,MAD7,ES,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,40.87,0.0,0.0551,2025-04-01,6.7,weeks,27.54,0.0,24.37,0.0331,1.5167,0.0,EUR,1.5167,Others,False,False,0.0,--,0.3,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0551,0.0331,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,MAD7,ES,31.2,8.4,8.4,centimeters,0.45,kilograms,0.0022,cubic meters,Standard-Size,21.57,0.0,0.0451,2025-04-01,6.7,weeks,27.54,0.0,0.33,0.0007,1.2424,0.0,EUR,1.2424,Others,False,False,0.0,--,1.07,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0451,0.0007,27.54,0.0,cubic meters
B0D22R7L7D,X0020AR9P5,TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire),MAD7,ES,25.2,8.8,8.7,centimeters,0.25,kilograms,0.0019,cubic meters,Standard-Size,0.73,0.0,0.0014,2025-04-01,6.7,weeks,27.54,0.0,0.73,0.0014,0.039,0.0,EUR,0.039,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0019,0.0,0.0019,0.0014,0.0014,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,MAD7,ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,5.4,0.0,0.0075,2025-04-01,6.7,weeks,27.54,0.0,1.63,0.0023,0.2077,0.0,EUR,0.2077,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0075,0.0023,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,MAD7,ES,19.9,8.5,8.4,centimeters,0.31,kilograms,0.0014,cubic meters,Standard-Size,15.57,0.0,0.0217,2025-04-01,6.7,weeks,27.54,0.0,0.73,0.001,0.5985,0.0,EUR,0.5985,Others,False,False,0.0,--,0.27,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0217,0.001,27.54,0.0,cubic meters
B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),MAD7,ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,23.5,0.0,0.0335,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,0.9231,0.0,EUR,0.9231,Others,False,False,0.3838249662368211,FBA_NEW_SELECTION:0.3838,0.0,6.7,Menos de 6 meses,0.002,0.3838,0.002,0.0335,0.0,27.54,0.0,cubic meters
B0F1F2PQPK,X0029D24LR,TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,MAD7,ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,33.83,0.0,0.0603,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,1.6589,0.0,EUR,1.6589,Others,False,False,0.2206529999139213,FBA_NEW_SELECTION:0.2207,0.03,6.7,Menos de 6 meses,0.002,0.2207,0.002,0.0603,0.0,27.54,0.0,cubic meters
B0F1F1D2PR,X0029D5M9D,TUBOPLUS 29PSI X4e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),MAD7,ES,30.8,8.9,8.7,centimeters,0.3,kilograms,0.0024,cubic meters,Standard-Size,24.87,0.0,0.0566,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,1.5582,0.0,EUR,1.5582,Others,False,False,0.074435750929112,FBA_NEW_SELECTION:0.0744,0.0,6.7,Menos de 6 meses,0.0024,0.0744,0.0024,0.0566,0.0,27.54,0.0,cubic meters
B0F1F2KX6J,X0029D6HAL,TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,MAD7,ES,31.0,9.2,8.8,centimeters,0.44,kilograms,0.0025,cubic meters,Standard-Size,24.73,0.0,0.0621,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,1.7094,0.0,EUR,1.7094,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0025,0.0,0.0025,0.0621,0.0,27.54,0.0,cubic meters
B0D87X42RN,X0029UNEMN,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,MAD7,ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,0.7,0.0,0.0009,2025-04-01,6.7,weeks,27.54,0.0,0.03,0.0,0.0256,0.0,EUR,0.0256,Others,False,False,0.0,--,0.03,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0009,0.0,27.54,0.0,cubic meters
B0BTDS4GYS,X0029UNF77,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,MAD7,ES,31.2,8.4,8.4,centimeters,0.45,kilograms,0.0022,cubic meters,Standard-Size,0.17,0.0,0.0004,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,0.0101,0.0,EUR,0.0101,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0004,0.0,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco,NXEA,ES,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,0.6,0.0,0.0008,2025-04-01,6.7,weeks,27.54,0.0,0.2,0.0003,0.02,0.0,EUR,0.02,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0008,0.0003,27.54,0.0,cubic meters
B0183RZ2VI,X000GERVU5,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja,OVD1,ES,20.0,9.0,9.0,centimeters,0.32,kilograms,0.0016,cubic meters,Standard-Size,40.77,0.0,0.066,2025-04-01,6.7,weeks,27.54,0.0,0.03,0.0001,1.8188,0.0,EUR,1.8188,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0016,0.0,0.0016,0.066,0.0001,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,OVD1,ES,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,81.5,0.0,0.1769,2025-04-01,6.7,weeks,27.54,0.0,47.33,0.1028,4.8711,0.0,EUR,4.8711,Others,False,False,0.0,--,0.07,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.1769,0.1028,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco,OVD1,ES,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,143.13,0.0,0.1939,2025-04-01,6.7,weeks,27.54,0.0,45.9,0.0623,5.3408,0.0,EUR,5.3408,Others,False,False,0.0,--,0.37,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.1939,0.0623,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,OVD1,ES,31.2,8.4,8.4,centimeters,0.45,kilograms,0.0022,cubic meters,Standard-Size,50.5,0.0,0.1067,2025-04-01,6.7,weeks,27.54,0.0,1.63,0.0036,2.9385,0.0,EUR,2.9385,Others,False,False,0.0,--,2.03,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.1067,0.0036,27.54,0.0,cubic meters
B0BTDTN52N,X001PQRHT3,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa,OVD1,ES,20.0,8.5,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,37.47,0.0,0.0531,2025-04-01,6.7,weeks,27.54,0.0,37.2,0.0531,1.463,0.0,EUR,1.463,Others,False,False,0.0,--,0.27,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0531,0.0531,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,OVD1,ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,29.7,0.0,0.0413,2025-04-01,6.7,weeks,27.54,0.0,10.6,0.0148,1.1376,0.0,EUR,1.1376,Others,False,False,0.0,--,0.13,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0413,0.0148,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,OVD1,ES,19.9,8.5,8.4,centimeters,0.31,kilograms,0.0014,cubic meters,Standard-Size,45.47,0.0,0.0636,2025-04-01,6.7,weeks,27.54,0.0,0.27,0.0004,1.7504,0.0,EUR,1.7504,Others,False,False,0.0,--,0.73,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0636,0.0004,27.54,0.0,cubic meters
B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),OVD1,ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,12.13,0.0,0.0245,2025-04-01,6.7,weeks,27.54,0.0,0.23,0.0005,0.6749,0.0,EUR,0.6749,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.002,0.0,0.002,0.0245,0.0005,27.54,0.0,cubic meters
B0F1F2PQPK,X0029D24LR,TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,OVD1,ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,8.8,0.0,0.0178,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,0.4895,0.0,EUR,0.4895,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.002,0.0,0.002,0.0178,0.0,27.54,0.0,cubic meters
B0F1F1D2PR,X0029D5M9D,TUBOPLUS 29PSI X4e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),OVD1,ES,30.8,8.9,8.7,centimeters,0.3,kilograms,0.0024,cubic meters,Standard-Size,19.3,0.0,0.046,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,1.2676,0.0,EUR,1.2676,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0024,0.0,0.0024,0.046,0.0,27.54,0.0,cubic meters
B0F1F2KX6J,X0029D6HAL,TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,OVD1,ES,31.0,9.2,8.8,centimeters,0.44,kilograms,0.0025,cubic meters,Standard-Size,5.9,0.0,0.0148,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,0.4078,0.0,EUR,0.4078,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.0025,0.0,0.0025,0.0148,0.0,27.54,0.0,cubic meters
B0183RZ2VI,X000GERVU5,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja,RMU1,ES,20.0,9.0,9.0,centimeters,0.32,kilograms,0.0016,cubic meters,Standard-Size,16.87,0.0,0.0273,2025-04-01,6.7,weeks,27.54,0.0,0.13,0.0002,0.7507,0.0,EUR,0.7507,Others,False,False,0.0,--,0.03,6.7,Menos de 6 meses,0.0016,0.0,0.0016,0.0273,0.0002,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,RMU1,ES,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,31.13,0.0,0.067,2025-04-01,6.7,weeks,27.54,0.0,2.4,0.0052,1.8437,0.0,EUR,1.8437,Others,False,False,0.0,--,0.3,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.067,0.0052,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco,RMU1,ES,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,66.0,0.0,0.0894,2025-04-01,6.7,weeks,27.54,0.0,0.27,0.0004,2.4613,0.0,EUR,2.4613,Others,False,False,0.0,--,0.2,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0894,0.0004,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,RMU1,ES,31.2,8.4,8.4,centimeters,0.45,kilograms,0.0022,cubic meters,Standard-Size,24.13,0.0,0.0494,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,1.3596,0.0,EUR,1.3596,Others,False,False,0.0,--,1.7,6.7,Menos de 6 meses,0.0022,0.0,0.0022,0.0494,0.0,27.54,0.0,cubic meters
B0BTDTN52N,X001PQRHT3,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa,RMU1,ES,20.0,8.5,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,21.53,0.0,0.0307,2025-04-01,6.7,weeks,27.54,0.0,21.47,0.0307,0.8439,0.0,EUR,0.8439,Others,False,False,0.0,--,0.07,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0307,0.0307,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,RMU1,ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,9.57,0.0,0.0133,2025-04-01,6.7,weeks,27.54,0.0,0.17,0.0002,0.3667,0.0,EUR,0.3667,Others,False,False,0.0,--,0.03,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.0133,0.0002,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,RMU1,ES,19.9,8.5,8.4,centimeters,0.31,kilograms,0.0014,cubic meters,Standard-Size,28.37,0.0,0.04,2025-04-01,6.7,weeks,27.54,0.0,0.57,0.0008,1.1005,0.0,EUR,1.1005,Others,False,False,0.0,--,0.23,6.7,Menos de 6 meses,0.0014,0.0,0.0014,0.04,0.0008,27.54,0.0,cubic meters
B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),RMU1,ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,19.5,0.0,0.0394,2025-04-01,6.7,weeks,27.54,0.0,0.0,0.0,1.0843,0.0,EUR,1.0843,Others,False,False,0.0,--,0.0,6.7,Menos de 6 meses,0.002,0.0,0.002,0.0394,0.0,27.54,0.0,cubic meters
